Restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link
524,A2B - Adyar Ananda Bhavan,3.9,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",12900,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-whitefield/order
525,Chicking,3.8,"Fast Food, Burger, Pizza",6803,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/chicking-1-whitefield-bangalore/order
526,Mumbai Xpress,3.8,"Fast Food, Chinese, Street Food, Beverages, Sichuan",1255,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/mumbai-xpress-3-basavanagudi-bangalore/order
527,Laddoos,3.8,"Mithai, North Indian, Street Food",3300,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/laddoos-bellandur/order
528,Thalassery Restaurant,3.9,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",13400,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/thalassery-restaurant-marathahalli/order
529,A2B - Adyar Ananda Bhavan,3.9,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",16300,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-electronic-city/order
530,NH1 Bowls - Highway To North,4.3,"North Indian, Kebab, Desserts",513,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-indiranagar-bangalore/order
531,Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",3888,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/behrouz-biryani-indiranagar-bangalore/order
532,Punjabi Nawabi,3.7,"North Indian, Biryani, Mughlai, Chinese, Kebab",15300,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/punjabi-nawabi-peenya-bangalore/order
533,Imperial Restaurant,4.1,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Beverages",2874,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/imperial-restaurant-vasanth-nagar/order
534,Sri Udupi Food Hub,4,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",6967,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/sri-udupi-food-hub-2-jayanagar-bangalore/order
535,Tasty Paradise,4.2,"North Indian, Mughlai, Chinese, Sichuan, Beverages",1440,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/tasty-paradise-malleshwaram/order
536,China Pearl,4.2,"Chinese, North Indian, Seafood, Fast Food, Desserts, Beverages, Sichuan",2818,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block/order
537,A2B - Adyar Ananda Bhavan,3.9,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",2615,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-kalyan-nagar-bangalore/order
538,Nagarjuna,4.2,"Andhra, Biryani, North Indian",1492,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/nagarjuna-indiranagar/order
539,Taco Bell,4.1,"Mexican, Fast Food, Wraps, Beverages",14100,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/taco-bell-koramangala-6th-block/order
540,Natural Ice Cream,4.5,"Ice Cream, Beverages",1922,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/natural-ice-cream-koramangala-1st-block/order
541,Kritunga Restaurant,3.8,"Andhra, South Indian, North Indian, Biryani, Chinese, Seafood",13500,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/kritunga-restaurant-electronic-city/order
542,Anand Sweets And Savouries,4.3,"Mithai, Street Food, Beverages, Desserts",654,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/anand-sweets-and-savouries-1-marathahalli-bangalore/order
543,Paakashala,4.1,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages",1100,"MG Road, Bangalore",77.6067902,12.9755264,https://www.zomato.com/bangalore/paakashala-mg-road-bangalore/order
544,Nandhana Palace,4,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",12500,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/nandhana-palace-rajajinagar/order
545,Chopstick,3.7,"Chinese, Sichuan",670,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/chopstick-jeevan-bhima-nagar-bangalore/order
546,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",27800,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/burger-king-itpl-main-road-whitefield-bangalore/order
547,Dindigul Thalappakatti,3.8,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",5633,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/dindigul-thalappakatti-jayanagar-bangalore/order
548,Madurai Idly Shop,3.8,South Indian,2920,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/madurai-idly-shop-marathahalli/order
549,Imperio Restaurant,3.8,"North Indian, Arabian, Mughlai, Biryani, Chinese, Juices, Beverages",74700,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/imperio-restaurant-kalyan-nagar-bangalore/order
550,Starbucks Coffee,4.1,"Cafe, Beverages, Desserts",950,"RMZ Ecoworld, Bellandur, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/starbucks-coffee-bellandur-bangalore/order
551,Sultan - Palace Darbar Restaurant,3.4,"North Indian, Chinese, Arabian, Mughlai",14800,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/sultan-palace-darbar-restaurant-nagawara-bangalore/order
552,FreshMenu,3.7,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",18900,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/freshmenu-kammanahalli/order
553,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",8816,"Mantri Square, Malleshwaram, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/burger-king-malleshwaram/order
554,Onesta,3.7,"Pizza, Fast Food, Pasta, Desserts, Beverages",9736,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/onesta-new-bel-road/order
555,Sree Krishna Kafe,4.2,"South Indian, Beverages",7079,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block/order
556,Udupi Aatithya,3.9,"South Indian, North Indian, Chinese, Fast Food, Shake, Sichuan",13400,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/udupi-aatithya-bellandur-bangalore/order
557,EatFit,4.1,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",1505,"Cunningham Road, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order
558,McDonald's,4.1,"Burger, Fast Food, Beverages",4858,"Mantri Square, Malleshwaram, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/mcdonalds-malleshwaram/order
559,Hyderabad Biryaani House,3.9,"Biryani, North Indian, Hyderabadi, Mughlai, Chinese",13000,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/hyderabad-biryaani-house-bannerghatta-road-bangalore/order
560,Nadan Pothichoru,3.8,"Kerala, South Indian, Beverages",1333,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/nadan-pothichoru-1-new-bel-road-bangalore/order
561,Ambur Star Briyani Since 1890,4.2,"Biryani, Chettinad, Chinese, North Indian",5989,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order
562,Paradise Biryani,3.8,"Biryani, North Indian, Kebab",7064,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/paradise-biryani-hsr-bangalore/order
563,Mumbai Xpress,3.7,"Fast Food, North Indian, Street Food, Beverages, Chinese, Shake, Sichuan",3028,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/mumbai-xpress-koramangala-5th-block-bangalore/order
564,Corner House Ice Creams,4.5,"Ice Cream, Desserts, Shake",9901,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/corner-house-ice-creams-basaveshwara-nagar-bangalore/order
565,Rotti Walla,3.8,"North Indian, South Indian, Chinese, Shake",2633,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/rotti-walla-banaswadi-bangalore/order
566,NH1 Bowls - Highway To North,4.2,"North Indian, Kebab, Desserts",338,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-sarjapur-road-bangalore/order
567,Imperio Combo King,3.8,North Indian,662,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/imperio-combo-king-1-sarjapur-road-bangalore/order
568,A2B - Adyar Ananda Bhavan,4,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",3680,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-koramangala-7th-block/order
569,Pepe's Pizza,4,"Pizza, Pasta, Burger, Beverages, Desserts",2555,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/pepes-pizza-marathahalli-bangalore/order
570,California Burrito,4.1,"Mexican, Fast Food, Beverages",10700,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/california-burrito-hsr/order
571,Imperial Restaurant,4,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Desserts, Beverages",5726,"Residency Road, Bangalore",77.6206061,13.0529476,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order
572,Namaste,3.7,"South Indian, Chinese, Beverages",7944,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/namaste-hsr-bangalore/order
573,McDonald's,4,"Burger, Fast Food, Beverages",8282,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/mcdonalds-indiranagar/order
574,Asha Tiffins,4.3,"South Indian, North Indian, Chinese, Beverages",67700,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/asha-tiffins-hsr-bangalore/order
575,Polar Bear,4.5,"Ice Cream, Beverages, Shake",5147,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/polar-bear-kalyan-nagar/order
576,Sharief Bhai,4.1,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",10300,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/sharief-bhai-kalyan-nagar-bangalore/order
577,Ovenstory Pizza,4,"Pizza, Fast Food",1675,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/ovenstory-pizza-malleshwaram-bangalore/order
578,Pizza Hut,3.8,"Pizza, Fast Food, Desserts, Beverages",1921,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/pizza-hut-new-bel-road-bangalore/order
579,Call Me Chow,4,"Chinese, Japanese, Thai, Indonesian, Asian",8580,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/call-me-chow-btm-bangalore/order
580,Subway,3.9,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",2446,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/subway-2-bellandur-bangalore/order
581,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.4,"Ice Cream, Desserts",458,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-2-koramangala-5th-block-bangalore/order
582,Donne Biriyani House,3.3,"Biryani, South Indian",1228,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/donne-biriyani-house-2-electronic-city-bangalore/order
583,Domino's Pizza,3.9,"Pizza, Fast Food, Desserts, Beverages",298,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/dominos-pizza-sahakara-nagar-bangalore/order
584,Sardarji Londonwaley,3.7,"North Indian, Chinese, Mughlai",6976,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/sardarji-londonwaley-peenya-bangalore/order
585,Burger King,3.8,"Burger, Fast Food, Beverages, Desserts",456,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/burger-king-banashankari-bangalore/order
586,Sri Udupi Food Hub,4.1,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",18900,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/sri-udupi-food-hub-1-kammanahalli-bangalore/order
587,MOJO Pizza - 2X Toppings,4.1,"Pizza, Fast Food, Desserts, Beverages",6127,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-3-marathahalli-bangalore/order
588,Mani's Dum Biryani,4.2,"Biryani, Kebab",12500,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/manis-dum-biryani-jp-nagar/order
589,Nandhana Palace,4,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",7487,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order
590,Indraprastha Restaurant,4.1,"North Indian, Chinese, Biryani",9960,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/indraprastha-restaurant-vijay-nagar/order
591,Kanti Sweets,4.4,"Mithai, Street Food",6940,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/kanti-sweets-btm/order
592,FreshMenu,3.8,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",31200,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/freshmenu-marathahalli/order
593,RNR Biryani - Taste Of 1953,4.1,"Biryani, South Indian, Andhra, Desserts, Beverages",568,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-electronic-city-bangalore/order
594,Five Star Chicken,4,"Roast Chicken, Burger, Fast Food, Wraps",9318,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/five-star-chicken-brookefield/order
595,Hotel Sagar Samruddhi,3.8,"North Indian, South Indian, Street Food, Chinese",1441,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/hotel-sagar-samruddhi-electronic-city-bangalore/order
596,Ovenstory Pizza,3.6,"Pizza, Fast Food",4895,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/ovenstory-pizza-3-whitefield/order
597,Thalassery Restaurant,3.9,"Kerala, North Indian, Arabian, Seafood, Chinese, Beverages, Shake, Sichuan",2742,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/thalassery-restaurant-sarjapur-road-bangalore/order
598,LunchBox - Meals and Thalis,3.4,North Indian,305,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-1-sarjapur-road-bangalore/order
599,Taco Bell,3.8,"Mexican, Fast Food, Wraps, Beverages",731,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/taco-bell-hsr-bangalore/order
600,Andhra Gunpowder,4,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",4573,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/andhra-gunpowder-sarjapur-road-bangalore/order
601,Akram Hotel,3.4,"South Indian, Biryani, Mughlai",331,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/akram-hotel-kumaraswamy-layout-bangalore/order
602,Kritunga Restaurant,4,"Andhra, South Indian, North Indian, Biryani, Chinese, Seafood",14300,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/kritunga-restaurant-sahakara-nagar/order
603,A2B - Adyar Ananda Bhavan,4,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",8209,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-btm-bangalore/order
604,Donne Biryani Mane,3.7,"Biryani, North Indian, Chinese, Beverages",8458,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/donne-biryani-mane-banashankari-bangalore/order
605,RNR Biryani - Taste Of 1953,4.3,"Biryani, South Indian, Andhra",628,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-new-bel-road-bangalore/order
606,La Pino'z Pizza,3.8,"Pizza, Italian, Pasta, Fast Food",1098,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/la-pinoz-pizza-indiranagar-bangalore/order
607,Five Star Chicken & Koli Hut,3.8,"Fast Food, Burger, Rolls",77,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/five-star-chicken-koli-hut-1-kaggadasapura-bangalore/order
608,Nandhana Palace,3.9,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",19600,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/nandhana-palace-marathahalli/order
609,Jose Mess,4,"Kerala, South Indian, Biryani",5253,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/jose-mess-1-btm-bangalore/order
610,Polar Bear,4.4,"Ice Cream, Beverages, Shake",12700,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/polar-bear-1-jp-nagar/order
611,Shanmukha,3.9,"Biryani, Andhra, North Indian, Chinese, Seafood",286,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/shanmukha-sarjapur-road-bangalore/order
612,Five Star Chicken,3.9,"Fast Food, Burger, Rolls",16,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/five-star-chicken-2-jayanagar-bangalore/order
613,FreshMenu,3.5,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",22900,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/freshmenu-bannerghatta-road/order
614,Sardarji Londonwaley,3.3,"North Indian, Chinese, Biryani",5479,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/sardarji-londonwaley-1-whitefield-bangalore/order
615,Ziyan's Cafe 27th,3.5,"Kerala, South Indian",274,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/ziyans-cafe-27th-hsr-bangalore/order
616,Udupi Palace,3.8,"South Indian, North Indian, Street Food, Fast Food, Chinese, Shake",25700,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/udupi-palace-hsr/order
617,New Shanthi Sagar,3.7,"South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages",822,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/new-shanthi-sagar-basavanagudi/order
618,Empire Restaurant,4,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",14300,"Church Street, Bangalore",77.6026774,12.9755105,https://www.zomato.com/bangalore/empire-restaurant-church-street/order
619,Sri Udupi Food Hub,4,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",17200,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/sri-udupi-food-hub-domlur-bangalore/order
620,Kanti Sweets,4.6,"Mithai, Street Food",2863,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/kanti-sweets-1-malleshwaram/order
621,Biriyani Zone,3.9,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",7763,"Broadway Building, Whitefield, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/biriyani-zone-1-whitefield/order
622,New Sagar Fast Food,4,"South Indian, Street Food, Chinese",1481,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/new-sagar-fast-food-yeshwantpur-bangalore/order
623,Corner House Ice Creams,4.5,"Ice Cream, Desserts, Shake",12900,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/corner-house-ice-creams-seshadripuram-bangalore/order
624,Nandhini Deluxe,3.9,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",6168,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order
625,CakeZone,4,"Desserts, Bakery, Pancake",245,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/cakezone-jeevan-bhima-nagar-bangalore/order
626,Kapoor's Cafe,3.8,"North Indian, Beverages, Desserts",5262,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/kapoors-cafe-1-whitefield-bangalore/order
627,Meghana Foods,4.1,"Biryani, Andhra, North Indian, Seafood",16200,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/meghana-foods-brookefield-bangalore/order
628,Kanti Sweets,4.6,"Mithai, Street Food",1239,"Cunningham Road, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/kanti-sweets-cunningham-road/order
629,Ovenstory Pizza,3.9,"Pizza, Fast Food",1581,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/ovenstory-pizza-sarjapur-road-bangalore/order
630,BOX8 - Desi Meals,4.2,"North Indian, Wraps, Fast Food, Biryani, Desserts",1102,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/box8-desi-meals-ulsoor-bangalore/order
631,Subway,4.2,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",4780,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/subway-basavanagudi/order
632,Faasos - Wraps & Rolls,4.2,"Rolls, Wraps, Fast Food",14600,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/faasos-wraps-rolls-1-electronic-city-bangalore/order
633,RS Shiv Sagar,3.8,"North Indian, South Indian, Asian, Continental, Chinese, Beverages, Desserts",688,"MG Road, Bangalore",77.6067902,12.9755264,https://www.zomato.com/bangalore/rs-shiv-sagar-mg-road/order
634,EatFit,4,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",810,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/eatfit-sahakara-nagar-bangalore/order
635,Pallavi North Indian Veg Restaurant,4.1,"North Indian, Chinese, Sichuan",17600,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/pallavi-north-indian-veg-restaurant-jp-nagar/order
636,Pizza Hut,3.8,"Pizza, Fast Food, Desserts, Beverages",917,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/pizza-hut-rajajinagar-bangalore/order
637,Ovenstory Pizza,4.3,"Pizza, Fast Food",5021,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/ovenstory-pizza-indiranagar/order
638,Madurai Idly Shop,3.8,South Indian,3498,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/madurai-idly-shop-brookefield-bangalore/order
639,Lassi Shop,4.1,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",194,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/lassi-shop-varthur-main-road-whitefield-bangalore/order
640,Iyer Mess,3.9,South Indian,4772,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/iyer-mess-malleshwaram/order
641,KFC,4.1,"Burger, Fast Food, Biryani, Desserts, Beverages",9908,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/kfc-basavanagudi/order
642,Priyadarshini Grand,4.3,"South Indian, Street Food, Ice Cream, Desserts, Beverages, Shake",27600,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/priyadarshini-grand-basaveshwara-nagar/order
643,La Pino'z Pizza,4,"Pizza, Italian, Pasta, Fast Food",886,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/la-pinoz-pizza-jayanagar-bangalore/order
644,Falahaar & Kota Kachori,3.8,"North Indian, Rajasthani, Fast Food, Street Food, Mithai, Beverages",5602,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/falahaar-kota-kachori-1-jayanagar-bangalore/order
645,Chinese Wok,3.6,"Chinese, Momos, Sichuan",527,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/chinese-wok-indiranagar-bangalore/order
646,Theobroma,4.2,"Bakery, Desserts, Beverages",547,"Orion Mall, Malleshwaram, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/theobroma-malleshwaram-bangalore/order
647,Five Star Chicken,4,"Fast Food, Burger, Rolls",16,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/five-star-chicken-8-banashankari-bangalore/order
648,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",34400,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/burger-king-koramangala-7th-block/order
649,Lassi Shop,3.1,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",37,"Residency Road, Bangalore",77.6206061,13.0529476,https://www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order
650,The Biryani Life,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",699,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/the-biryani-life-rajajinagar-bangalore/order
651,Goli Vada Pav No. 1,4,"Street Food, Burger, Fast Food, Ice Cream",453,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/goli-vada-pav-no-1-sarjapur-road-bangalore/order
652,Pizza Hut,3.8,"Pizza, Fast Food, Desserts, Beverages",2261,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/pizza-hut-2-whitefield-bangalore/order
653,New Donne Biriyani House,3.6,"Biryani, South Indian",5814,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/new-donne-biriyani-house-bellandur-bangalore/order
654,LunchBox - Meals and Thalis,3.7,North Indian,660,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-rajajinagar-bangalore/order
